k,mag,ang,re,im
1.000000e+00,2.407600e-02,1.800000e+02,-2.407600e-02,0.000000e+00
2.000000e+00,4.718270e+00,1.800000e+02,-4.718270e+00,0.000000e+00
3.000000e+00,2.894015e+01,1.800000e+02,-2.894015e+01,0.000000e+00
4.000000e+00,4.566859e-02,1.800000e+02,-4.566859e-02,0.000000e+00
5.000000e+00,3.372900e+01,1.800000e+02,-3.372900e+01,0.000000e+00
6.000000e+00,1.864075e-01,1.800000e+02,-1.864075e-01,0.000000e+00
7.000000e+00,3.598314e+01,1.800000e+02,-3.598314e+01,0.000000e+00
8.000000e+00,2.609624e+00,1.559082e+02,-2.382307e+00,1.065248e+00
9.000000e+00,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
1.000000e+01,3.697395e+01,1.800000e+02,-3.697395e+01,0.000000e+00
1.100000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
1.200000e+01,1.880057e-02,0.000000e+00,1.880057e-02,0.000000e+00
1.300000e+01,4.744278e+00,1.800000e+02,-4.744278e+00,0.000000e+00
1.400000e+01,2.863669e+01,1.800000e+02,-2.863669e+01,0.000000e+00
1.500000e+01,5.240939e-02,1.800000e+02,-5.240939e-02,0.000000e+00
1.600000e+01,3.298439e+01,1.800000e+02,-3.298439e+01,0.000000e+00
1.700000e+01,1.863831e-01,1.800000e+02,-1.863831e-01,0.000000e+00
1.800000e+01,3.599640e+01,1.800000e+02,-3.599640e+01,0.000000e+00
1.900000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
2.000000e+01,3.674535e+01,1.800000e+02,-3.674535e+01,0.000000e+00
2.100000e+01,3.685891e+00,-1.717830e+02,-3.648051e+00,-5.267945e-01
2.200000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
2.300000e+01,1.881974e-02,0.000000e+00,1.881974e-02,0.000000e+00
2.400000e+01,4.744468e+00,1.800000e+02,-4.744468e+00,0.000000e+00
2.500000e+01,2.780571e+01,1.800000e+02,-2.780571e+01,0.000000e+00
2.600000e+01,5.305234e-02,1.800000e+02,-5.305234e-02,0.000000e+00
2.700000e+01,3.193489e+01,1.800000e+02,-3.193489e+01,0.000000e+00
2.800000e+01,1.863791e-01,1.800000e+02,-1.863791e-01,0.000000e+00
2.900000e+01,3.600540e+01,1.800000e+02,-3.600540e+01,0.000000e+00
3.000000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
3.100000e+01,3.661676e+01,1.800000e+02,-3.661676e+01,0.000000e+00
3.200000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
3.300000e+01,1.882609e-02,0.000000e+00,1.882609e-02,0.000000e+00
3.400000e+01,4.744527e+00,1.800000e+02,-4.744527e+00,0.000000e+00
3.500000e+01,2.524687e+01,1.800000e+02,-2.524687e+01,0.000000e+00
3.600000e+01,5.329445e-02,1.800000e+02,-5.329445e-02,0.000000e+00
3.700000e+01,3.122305e+01,1.800000e+02,-3.122305e+01,0.000000e+00
3.800000e+01,1.863775e-01,1.800000e+02,-1.863775e-01,0.000000e+00
3.900000e+01,3.601203e+01,1.800000e+02,-3.601203e+01,0.000000e+00
4.000000e+01,3.465267e+00,1.800000e+02,-3.465267e+00,0.000000e+00
4.100000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
4.200000e+01,3.653779e+01,1.800000e+02,-3.653779e+01,0.000000e+00
4.300000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
4.400000e+01,1.882926e-02,0.000000e+00,1.882926e-02,0.000000e+00
4.500000e+01,4.744556e+00,1.800000e+02,-4.744556e+00,0.000000e+00
4.600000e+01,5.342148e-02,1.800000e+02,-5.342148e-02,0.000000e+00
4.700000e+01,3.091129e+01,1.800000e+02,-3.091129e+01,0.000000e+00
4.800000e+01,1.863766e-01,1.800000e+02,-1.863766e-01,0.000000e+00
4.900000e+01,3.601717e+01,1.800000e+02,-3.601717e+01,0.000000e+00
5.000000e+01,3.419143e+00,1.800000e+02,-3.419143e+00,0.000000e+00
5.100000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
5.200000e+01,3.648500e+01,1.800000e+02,-3.648500e+01,0.000000e+00
5.300000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
5.400000e+01,1.883115e-02,0.000000e+00,1.883115e-02,0.000000e+00
5.500000e+01,4.744573e+00,1.800000e+02,-4.744573e+00,0.000000e+00
5.600000e+01,5.349972e-02,1.800000e+02,-5.349972e-02,0.000000e+00
5.700000e+01,3.077289e+01,1.800000e+02,-3.077289e+01,0.000000e+00
5.800000e+01,1.863760e-01,1.800000e+02,-1.863760e-01,0.000000e+00
5.900000e+01,3.602130e+01,1.800000e+02,-3.602130e+01,0.000000e+00
6.000000e+01,3.397751e+00,1.800000e+02,-3.397751e+00,0.000000e+00
6.100000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
6.200000e+01,3.644731e+01,1.800000e+02,-3.644731e+01,0.000000e+00
6.300000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
6.400000e+01,1.883242e-02,0.000000e+00,1.883242e-02,0.000000e+00
6.500000e+01,4.744584e+00,1.800000e+02,-4.744584e+00,0.000000e+00
6.600000e+01,5.355275e-02,1.800000e+02,-5.355275e-02,0.000000e+00
6.700000e+01,3.070058e+01,1.800000e+02,-3.070058e+01,0.000000e+00
6.800000e+01,1.863756e-01,1.800000e+02,-1.863756e-01,0.000000e+00
6.900000e+01,3.602470e+01,1.800000e+02,-3.602470e+01,0.000000e+00
7.000000e+01,3.385349e+00,1.800000e+02,-3.385349e+00,0.000000e+00
7.100000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
7.200000e+01,3.641902e+01,1.800000e+02,-3.641902e+01,0.000000e+00
7.300000e+01,2.000000e+01,1.800000e+02,-2.000000e+01,0.000000e+00
7.400000e+01,1.883332e-02,0.000000e+00,1.883332e-02,0.000000e+00
7.500000e+01,4.744592e+00,1.800000e+02,-4.744592e+00,0.000000e+00
7.600000e+01,5.359107e-02,1.800000e+02,-5.359107e-02,0.000000e+00
7.700000e+01,3.065732e+01,1.800000e+02,-3.065732e+01,0.000000e+00
7.800000e+01,1.863754e-01,1.800000e+02,-1.863754e-01,0.000000e+00
